month,onset,offset,onset_500,offset_500,object,FemaleAdult,MaleAdult,Child,Electronic,Overlap,FirstPass,subj
7,12299240,12301840,12298740,12302340,bird,NA,NA,NA,NA,NA,NA,664
7,12299240,12301840,12298740,12302340,elephant,NA,NA,NA,NA,NA,NA,664
7,12510070,12512290,12509570,12512790,baby,NA,NA,NA,NA,NA,NA,664
7,12645740,12646770,12645240,12647270,jacket,NA,NA,NA,NA,NA,NA,664
7,12833140,12837950,12832640,12838450,doggies,NA,NA,NA,NA,NA,NA,664
7,14515710,14516520,14515210,14517020,circle,NA,NA,NA,NA,NA,NA,664
7,14530030,14531160,14529530,14531660,circle,NA,NA,NA,NA,NA,NA,664
7,15674170,15674970,15673670,15675470,socks,NA,NA,NA,NA,NA,NA,664
7,16226510,16227510,16226010,16228010,blueberries,NA,NA,NA,NA,NA,NA,664
7,17307700,17309240,17307200,17309740,mountain,NA,NA,NA,NA,NA,NA,664
7,17523420,17524420,17522920,17524920,blueberries,NA,NA,NA,NA,NA,NA,664
7,19507990,19510400,19507490,19510900,batteries,NA,NA,NA,NA,NA,NA,664
7,24571330,24571930,24570830,24572430,turtle,NA,NA,NA,NA,NA,NA,664
7,24575730,24576900,24575230,24577400,Mr+myrtle,NA,NA,NA,NA,NA,NA,664
7,24575730,24576900,24575230,24577400,turtle,NA,NA,NA,NA,NA,NA,664
7,24977310,24978580,24976810,24979080,Sophie,NA,NA,NA,NA,NA,NA,664
7,25015800,25018600,25015300,25019100,Sophie,NA,NA,NA,NA,NA,NA,664
7,25015800,25018600,25015300,25019100,Lazare,NA,NA,NA,NA,NA,NA,664
7,25027580,25029220,25027080,25029720,Sophie,NA,NA,NA,NA,NA,NA,664
7,25053590,25054740,25053090,25055240,Kiwi,NA,NA,NA,NA,NA,NA,664
7,25256980,25257140,25256480,25257640,pup,NA,NA,NA,NA,NA,NA,664
7,25313540,25314780,25313040,25315280,page,NA,NA,NA,NA,NA,NA,664
7,25339210,25340010,25338710,25340510,monkey+baby,NA,NA,NA,NA,NA,NA,664
7,25835800,25837010,25835300,25837510,butterflies,NA,NA,NA,NA,NA,NA,664
7,26659600,26660200,26659100,26660700,milk,NA,NA,NA,NA,NA,NA,664
7,26952720,26954550,26952220,26955050,bottle,NA,NA,NA,NA,NA,NA,664
7,27033030,27033820,27032530,27034320,tissue,NA,NA,NA,NA,NA,NA,664
7,27246140,27248420,27245640,27248920,baby,NA,NA,NA,NA,NA,NA,664
7,27691410,27692470,27690910,27692970,cars,NA,NA,NA,NA,NA,NA,664
7,31589040,31589840,31588540,31590340,milk,NA,NA,NA,NA,NA,NA,664
7,32281060,32282060,32280560,32282560,dogs,NA,NA,NA,NA,NA,NA,664
7,32384880,32386060,32384380,32386560,spinach,NA,NA,NA,NA,NA,NA,664
7,35355120,35357370,35354620,35357870,ball,NA,NA,NA,NA,NA,NA,664
7,35862570,35864820,35862070,35865320,ball,NA,NA,NA,NA,NA,NA,664
7,36121170,36122080,36120670,36122580,bed,NA,NA,NA,NA,NA,NA,664
7,36201990,36203880,36201490,36204380,baby,NA,NA,NA,NA,NA,NA,664
7,37438280,37439090,37437780,37439590,pants,NA,NA,NA,NA,NA,NA,664
7,37516020,37518540,37515520,37519040,pjs,NA,NA,NA,NA,NA,NA,664
7,37525900,37526700,37525400,37527200,onesie,NA,NA,NA,NA,NA,NA,664
7,37570390,37573040,37569890,37573540,foot,NA,NA,NA,NA,NA,NA,664
7,37570390,37573040,37569890,37573540,footy,NA,NA,NA,NA,NA,NA,664
7,37573640,37574660,37573140,37575160,footy,NA,NA,NA,NA,NA,NA,664
7,37616600,37618120,37616100,37618620,arm,NA,NA,NA,NA,NA,NA,664
7,37635230,37636230,37634730,37636730,legs,NA,NA,NA,NA,NA,NA,664
7,37809230,37811190,37808730,37811690,foot,NA,NA,NA,NA,NA,NA,664
7,25591080,25594920,25590580,25595420,bubble,NA,NA,NA,NA,NA,NA,129
7,25591080,25594920,25590580,25595420,back,NA,NA,NA,NA,NA,NA,129
7,25725130,25726860,25724630,25727360,clippers,NA,NA,NA,NA,NA,NA,129
7,25915900,25918650,25915400,25919150,nails,NA,NA,NA,NA,NA,NA,129
7,26081590,26082840,26081090,26083340,bald+eagles,NA,NA,NA,NA,NA,NA,129
7,26108320,26109600,26107820,26110100,ears,NA,NA,NA,NA,NA,NA,129
7,26125060,26125660,26124560,26126160,shoes,NA,NA,NA,NA,NA,NA,129
7,26220950,26225220,26220450,26225720,socks,NA,NA,NA,NA,NA,NA,129
7,26220950,26225220,26220450,26225720,shoes,NA,NA,NA,NA,NA,NA,129
7,26453560,26454430,26453060,26454930,shoe,NA,NA,NA,NA,NA,NA,129
7,26454430,26455690,26453930,26456190,shoe,NA,NA,NA,NA,NA,NA,129
7,26592600,26593610,26592100,26594110,carrot,NA,NA,NA,NA,NA,NA,129
7,26625530,26626530,26625030,26627030,hands,NA,NA,NA,NA,NA,NA,129
7,26877330,26878130,26876830,26878630,closet,NA,NA,NA,NA,NA,NA,129
7,26919720,26921800,26919220,26922300,stroller,NA,NA,NA,NA,NA,NA,129
7,27105710,27106550,27105210,27107050,legs,NA,NA,NA,NA,NA,NA,129
7,27296940,27298980,27296440,27299480,bread,NA,NA,NA,NA,NA,NA,129
7,27395910,27396960,27395410,27397460,pepper,NA,NA,NA,NA,NA,NA,129
7,27805560,27822280,27805060,27822780,shoe,NA,NA,NA,NA,NA,NA,129
7,27805560,27822280,27805060,27822780,bone,NA,NA,NA,NA,NA,NA,129
7,27805560,27822280,27805060,27822780,dog,NA,NA,NA,NA,NA,NA,129
7,27971900,27977520,27971400,27978020,bird,NA,NA,NA,NA,NA,NA,129
7,28212370,28216270,28211870,28216770,sun+hats,NA,NA,NA,NA,NA,NA,129
7,28678960,28680530,28678460,28681030,cars,NA,NA,NA,NA,NA,NA,129
7,28869960,28872300,28869460,28872800,car,NA,NA,NA,NA,NA,NA,129
7,29220270,29223840,29219770,29224340,lamb,NA,NA,NA,NA,NA,NA,129
7,29648760,29650720,29648260,29651220,horse,NA,NA,NA,NA,NA,NA,129
7,29648760,29650720,29648260,29651220,farm,NA,NA,NA,NA,NA,NA,129
7,31470480,31473410,31469980,31473910,hat,NA,NA,NA,NA,NA,NA,129
7,31678510,31679310,31678010,31679810,tortoise,NA,NA,NA,NA,NA,NA,129
7,31937040,31938510,31936540,31939010,snow+leopard,NA,NA,NA,NA,NA,NA,129
7,32046720,32048500,32046220,32049000,rhinoceros,NA,NA,NA,NA,NA,NA,129
7,32081320,32083080,32080820,32083580,sea+otters,NA,NA,NA,NA,NA,NA,129
7,32178590,32180350,32178090,32180850,slides,NA,NA,NA,NA,NA,NA,129
7,32183370,32184420,32182870,32184920,slides,NA,NA,NA,NA,NA,NA,129
7,32443410,32444630,32442910,32445130,snakes,NA,NA,NA,NA,NA,NA,129
7,32488050,32489600,32487550,32490100,snake,NA,NA,NA,NA,NA,NA,129
7,32605160,32606790,32604660,32607290,tiger,NA,NA,NA,NA,NA,NA,129
7,32685780,32686790,32685280,32687290,tigers,NA,NA,NA,NA,NA,NA,129
7,32715400,32719240,32714900,32719740,carrier,NA,NA,NA,NA,NA,NA,129
7,33216660,33217660,33216160,33218160,windows,NA,NA,NA,NA,NA,NA,129
7,33319240,33334470,33318740,33334970,sea+lion,NA,NA,NA,NA,NA,NA,129
7,33544500,33546330,33544000,33546830,lions,NA,NA,NA,NA,NA,NA,129
7,33894220,33896960,33893720,33897460,head,NA,NA,NA,NA,NA,NA,129
7,33894220,33896960,33893720,33897460,book,NA,NA,NA,NA,NA,NA,129
7,34246120,34248190,34245620,34248690,bus,NA,NA,NA,NA,NA,NA,129
7,34324730,34326160,34324230,34326660,monkeys,NA,NA,NA,NA,NA,NA,129
7,34427610,34429120,34427110,34429620,elephants,NA,NA,NA,NA,NA,NA,129
7,34472790,34473740,34472290,34474240,elephants,NA,NA,NA,NA,NA,NA,129
7,34575620,34577630,34575120,34578130,baboons,NA,NA,NA,NA,NA,NA,129
7,35233980,35234980,35233480,35235480,rhinoceroses,NA,NA,NA,NA,NA,NA,129
7,35518950,35519990,35518450,35520490,turtle,NA,NA,NA,NA,NA,NA,129
7,35953950,35955310,35953450,35955810,strollers,NA,NA,NA,NA,NA,NA,129
7,36255090,36257150,36254590,36257650,stroller,NA,NA,NA,NA,NA,NA,129
7,36419090,36421510,36418590,36422010,nose,NA,NA,NA,NA,NA,NA,129
7,36419090,36421510,36418590,36422010,fingers,NA,NA,NA,NA,NA,NA,129
7,36421510,36422510,36421010,36423010,fingers,NA,NA,NA,NA,NA,NA,129
7,36421510,36422510,36421010,36423010,cheeks,NA,NA,NA,NA,NA,NA,129
7,36421510,36422510,36421010,36423010,fingers,NA,NA,NA,NA,NA,NA,129
7,36421510,36422510,36421010,36423010,cheeks,NA,NA,NA,NA,NA,NA,129
7,36421510,36422510,36421010,36423010,cheeks,NA,NA,NA,NA,NA,NA,129
7,36421510,36422510,36421010,36423010,nose,NA,NA,NA,NA,NA,NA,129
7,36433570,36437930,36433070,36438430,hair,NA,NA,NA,NA,NA,NA,129
7,36433570,36437930,36433070,36438430,fingers,NA,NA,NA,NA,NA,NA,129
7,36433570,36437930,36433070,36438430,nose,NA,NA,NA,NA,NA,NA,129
7,37451490,37461730,37450990,37462230,thumb,NA,NA,NA,NA,NA,NA,129
7,37451490,37461730,37450990,37462230,dog,NA,NA,NA,NA,NA,NA,129
7,37451490,37461730,37450990,37462230,bone,NA,NA,NA,NA,NA,NA,129
7,37462730,37506700,37462230,37507200,shoe,NA,NA,NA,x,NA,NA,129
7,37462730,37506700,37462230,37507200,bone,NA,NA,NA,x,NA,NA,129
6,16946880,16949720,16946380,16950220,hands,NA,NA,NA,NA,NA,NA,860
6,16946880,16949720,16946380,16950220,Millie+moose,NA,NA,NA,NA,NA,NA,860
6,16949720,16950790,16949220,16951290,hands,NA,NA,NA,NA,NA,NA,860
6,17058880,17059670,17058380,17060170,bunny,NA,NA,NA,NA,NA,NA,860
6,17404100,17405660,17403600,17406160,stomach,NA,NA,NA,NA,NA,NA,860
6,17659210,17659380,17658710,17659880,chickens,NA,NA,NA,NA,NA,NA,860
6,17947460,17949250,17946960,17949750,bag,NA,NA,NA,NA,NA,NA,860
6,17955550,17956550,17955050,17957050,bread,NA,NA,NA,NA,NA,NA,860
6,18570560,18571990,18570060,18572490,head,NA,NA,NA,NA,NA,NA,860
6,18679430,18681140,18678930,18681640,couch,NA,NA,NA,NA,NA,NA,860
6,20057290,20058320,20056790,20058820,strawberries,NA,NA,NA,NA,NA,NA,860
6,20085580,20087560,20085080,20088060,cheese+stick,NA,NA,NA,NA,NA,NA,860
6,20085580,20087560,20085080,20088060,yogurt,NA,NA,NA,NA,NA,NA,860
6,20143860,20145190,20143360,20145690,eyes,NA,NA,NA,NA,NA,NA,860
6,20182160,20184740,20181660,20185240,nose,NA,NA,NA,NA,NA,NA,860
6,20460660,20461700,20460160,20462200,waffles,NA,NA,NA,NA,NA,NA,860
6,20629430,20630480,20628930,20630980,water,NA,NA,NA,NA,NA,NA,860
6,20900330,20901440,20899830,20901940,wall,NA,NA,NA,NA,NA,NA,860
6,20965820,20969080,20965320,20969580,legs,NA,NA,NA,NA,NA,NA,860
6,21139420,21140890,21138920,21141390,bananas,NA,NA,NA,NA,NA,NA,860
6,21202480,21203610,21201980,21204110,helmet,NA,NA,NA,NA,NA,NA,860
6,21280380,21282730,21279880,21283230,comb,NA,NA,NA,NA,NA,NA,860
6,21374510,21376240,21374010,21376740,pants,NA,NA,NA,NA,NA,NA,860
6,22048230,22051480,22047730,22051980,baby,NA,NA,NA,NA,NA,NA,860
6,25250650,25252360,25250150,25252860,door,NA,NA,NA,NA,NA,NA,860
6,26592450,26595120,26591950,26595620,glasses,NA,NA,NA,NA,NA,NA,860
6,26917720,26920080,26917220,26920580,door,NA,NA,NA,NA,NA,NA,860
6,26941110,26942350,26940610,26942850,nose,NA,NA,NA,NA,NA,NA,860
6,28735170,28736500,28734670,28737000,doggy,NA,NA,NA,NA,NA,NA,860
6,29038730,29040850,29038230,29041350,baby,NA,NA,NA,NA,NA,NA,860
6,30828960,30830880,30828460,30831380,Elmo,NA,NA,NA,NA,NA,NA,860
6,30917090,30917890,30916590,30918390,pants,NA,NA,NA,NA,NA,NA,860
6,31608610,31610460,31608110,31610960,whipped+cream,NA,NA,NA,NA,NA,NA,860
6,31656930,31658720,31656430,31659220,chocolate+milk,NA,NA,NA,NA,NA,NA,860
6,31656930,31658720,31656430,31659220,whipped+cream,NA,NA,NA,NA,NA,NA,860
6,31734680,31735280,31734180,31735780,pajamas,NA,NA,NA,NA,NA,NA,860
6,31982830,31990480,31982330,31990980,peanut+butter,NA,NA,NA,NA,NA,NA,860
6,32631400,32632440,32630900,32632940,parade,NA,NA,NA,NA,NA,NA,860
6,32633240,32634260,32632740,32634760,dancers,NA,NA,NA,NA,NA,NA,860
6,32878960,32880260,32878460,32880760,spoon,NA,NA,NA,NA,NA,NA,860
6,1726360,1728290,1725860,1728790,bottle,NA,NA,NA,NA,NA,NA,378
6,1888850,1890030,1888350,1890530,mouth,NA,NA,NA,NA,NA,NA,378
6,2606060,2606570,2605560,2607070,bath,NA,NA,NA,NA,NA,NA,378
6,2713710,2715500,2713210,2716000,school+bus,NA,NA,NA,NA,NA,NA,378
6,2716820,2717830,2716320,2718330,bus,NA,NA,NA,NA,NA,NA,378
6,2773070,2774390,2772570,2774890,pants,NA,NA,NA,NA,NA,NA,378
6,3388520,3388840,3388020,3389340,vest,NA,NA,NA,NA,NA,NA,378
6,4091030,4095790,4090530,4096290,Darth+vader,NA,NA,NA,NA,NA,NA,378
6,4091030,4095790,4090530,4096290,chest,NA,NA,NA,NA,NA,NA,378
6,4728160,4732010,4727660,4732510,pickle,NA,NA,NA,NA,NA,NA,378
6,4841450,4842660,4840950,4843160,diaper,NA,NA,NA,NA,NA,NA,378
6,5036930,5039000,5036430,5039500,chin,NA,NA,NA,NA,NA,NA,378
6,12335760,12339070,12335260,12339570,diaper,NA,NA,NA,NA,NA,NA,378
6,12513660,12516100,12513160,12516600,house,NA,NA,NA,NA,NA,NA,378
6,12778210,12779860,12777710,12780360,peas,NA,NA,NA,NA,NA,NA,378
6,13113250,13114270,13112750,13114770,hands,NA,NA,NA,NA,NA,NA,378
6,13251120,13252320,13250620,13252820,spoon,NA,NA,NA,NA,NA,NA,378
6,13497360,13499960,13496860,13500460,mouth,NA,NA,NA,NA,NA,NA,378
6,13841270,13842260,13840770,13842760,bowl,NA,NA,NA,NA,NA,NA,378
6,13841270,13842260,13840770,13842760,spoon,NA,NA,NA,NA,NA,NA,378
6,14159700,14160790,14159200,14161290,banana,NA,NA,NA,NA,NA,NA,378
6,15992610,15995600,15992110,15996100,snaps,NA,NA,NA,NA,NA,NA,378
6,15992610,15995600,15992110,15996100,snap,NA,NA,NA,NA,NA,NA,378
6,16726310,16727840,16725810,16728340,cup,NA,NA,NA,NA,NA,NA,378
6,16748240,16749040,16747740,16749540,cup,NA,NA,NA,NA,NA,NA,378
6,17386210,17389150,17385710,17389650,dryer,NA,NA,NA,NA,NA,NA,378
6,17678720,17682360,17678220,17682860,computer,NA,NA,NA,NA,NA,NA,378
6,17678720,17682360,17678220,17682860,printer,NA,NA,NA,NA,NA,NA,378
6,17880790,17883900,17880290,17884400,pants,NA,NA,NA,NA,NA,NA,378
6,18160610,18162000,18160110,18162500,phone,NA,NA,NA,NA,NA,NA,378
6,18171010,18173460,18170510,18173960,car,NA,NA,NA,NA,NA,NA,378
6,18245720,18247370,18245220,18247870,vest,NA,NA,NA,NA,NA,NA,378
6,18245720,18247370,18245220,18247870,shirt,NA,NA,NA,NA,NA,NA,378
6,21218480,21220130,21217980,21220630,tissues,NA,NA,NA,NA,NA,NA,378
6,21218480,21220130,21217980,21220630,toothbrush+heads,NA,NA,NA,NA,NA,NA,378
6,21343010,21344860,21342510,21345360,toothbrush+heads,NA,NA,NA,NA,NA,NA,378
6,23338680,23340200,23338180,23340700,sockie,NA,NA,NA,NA,NA,NA,378
6,23891110,23892390,23890610,23892890,bags,NA,NA,NA,NA,NA,NA,378
6,24006420,24008160,24005920,24008660,knees,NA,NA,NA,NA,NA,NA,378
6,24577370,24578840,24576870,24579340,fingers,NA,NA,NA,NA,NA,NA,378
6,24579480,24580740,24578980,24581240,nails,NA,NA,NA,NA,NA,NA,378
6,24611540,24612990,24611040,24613490,wipes,NA,NA,NA,NA,NA,NA,378
6,24900500,24904380,24900000,24904880,hands,NA,NA,NA,NA,NA,NA,378
6,24900500,24904380,24900000,24904880,diaper,NA,NA,NA,NA,NA,NA,378
6,25145720,25146520,25145220,25147020,milk,NA,NA,NA,NA,NA,NA,378
6,25256250,25261000,25255750,25261500,hair,NA,NA,NA,NA,NA,NA,378
6,25709270,25710070,25708770,25710570,chin,NA,NA,NA,NA,NA,NA,378
6,26047090,26048650,26046590,26049150,bottle,NA,NA,NA,NA,NA,NA,378
6,26047090,26048650,26046590,26049150,mouth,NA,NA,NA,NA,NA,NA,378
6,27558510,27560390,27558010,27560890,peas,NA,NA,NA,NA,NA,NA,378
6,27558510,27560390,27558010,27560890,sweet+potatoes,NA,NA,NA,NA,NA,NA,378
6,28420510,28421590,28420010,28422090,socky,NA,NA,NA,NA,NA,NA,378
6,28460450,28463230,28459950,28463730,horse,NA,NA,NA,NA,NA,NA,378
6,28485740,28486750,28485240,28487250,fly,NA,NA,NA,NA,NA,NA,378
6,28492060,28493400,28491560,28493900,bumblebee,NA,NA,NA,NA,NA,NA,378
6,28507410,28508770,28506910,28509270,bumblebee,NA,NA,NA,NA,NA,NA,378
6,28573360,28574350,28572860,28574850,crow,NA,NA,NA,NA,NA,NA,378
6,28590260,28592310,28589760,28592810,birdies,NA,NA,NA,NA,NA,NA,378
6,28761510,28764750,28761010,28765250,hat,NA,NA,NA,NA,NA,NA,378
6,28784080,28785450,28783580,28785950,freckles,NA,NA,NA,NA,NA,NA,378
6,28882480,28883490,28881980,28883990,iphone,NA,NA,NA,NA,NA,NA,378
6,28884330,28885720,28883830,28886220,mouth,NA,NA,NA,NA,NA,NA,378
6,28949200,28950040,28948700,28950540,mirror,NA,NA,NA,NA,NA,NA,378
6,29035910,29038520,29035410,29039020,pie+pie,NA,NA,NA,NA,NA,NA,378
6,29443150,29444690,29442650,29445190,lemon+pie,NA,NA,NA,NA,NA,NA,378
6,29519400,29525760,29518900,29526260,rocking+chair,NA,NA,NA,NA,NA,NA,378
6,35444110,35445110,35443610,35445610,hair,NA,NA,NA,NA,NA,NA,378
6,35538130,35539270,35537630,35539770,diaper,NA,NA,NA,NA,NA,NA,378
6,35778920,35784500,35778420,35785000,backpack,NA,NA,NA,NA,NA,NA,378
6,35843160,35844380,35842660,35844880,hair,NA,NA,NA,NA,NA,NA,378
6,35843160,35844380,35842660,35844880,eye,NA,NA,NA,NA,NA,NA,378
6,35947670,35949240,35947170,35949740,piggy+bank,NA,NA,NA,NA,NA,NA,378
6,36561250,36565810,36560750,36566310,horses,NA,NA,NA,NA,NA,NA,378
6,36699540,36704620,36699040,36705120,kitty+litter,NA,NA,NA,NA,NA,NA,378
6,36715260,36718680,36714760,36719180,fingers,NA,NA,NA,NA,NA,NA,378
6,36945130,36946150,36944630,36946650,dolly,NA,NA,NA,NA,NA,NA,378
6,36946750,36951750,36946250,36952250,stars,NA,NA,NA,NA,NA,NA,378
6,36946750,36951750,36946250,36952250,heel,NA,NA,NA,NA,NA,NA,378
6,36946750,36951750,36946250,36952250,heel,NA,NA,NA,NA,NA,NA,378
6,36946750,36951750,36946250,36952250,toe,NA,NA,NA,NA,NA,NA,378
6,36946750,36951750,36946250,36952250,window,NA,NA,NA,NA,NA,NA,378
6,37264020,37265380,37263520,37265880,door,NA,NA,NA,NA,NA,NA,378
6,37336090,37338730,37335590,37339230,counter,NA,NA,NA,NA,NA,NA,378
6,37336090,37338730,37335590,37339230,socks,NA,NA,NA,NA,NA,NA,378
6,37336090,37338730,37335590,37339230,bag,NA,NA,NA,NA,NA,NA,378
6,37453150,37455590,37452650,37456090,window,NA,NA,NA,NA,NA,NA,378
6,39253680,39254750,39253180,39255250,book,NA,NA,NA,NA,NA,NA,378
6,39860550,39862320,39860050,39862820,blocks,NA,NA,NA,NA,NA,NA,378
6,39913900,39914880,39913400,39915380,two,NA,NA,NA,NA,NA,NA,378
6,39927220,39929750,39926720,39930250,three,NA,NA,NA,NA,NA,NA,378
6,39927220,39929750,39926720,39930250,one,NA,NA,NA,NA,NA,NA,378
6,39927220,39929750,39926720,39930250,two,NA,NA,NA,NA,NA,NA,378
6,40077250,40078310,40076750,40078810,cell+phone,NA,NA,NA,NA,NA,NA,378
6,40101110,40104700,40100610,40105200,belly+button,NA,NA,NA,NA,NA,NA,378
6,40101110,40104700,40100610,40105200,book,NA,NA,NA,NA,NA,NA,378
6,40101110,40104700,40100610,40105200,book,NA,NA,NA,NA,NA,NA,378
6,40323340,40326380,40322840,40326880,pants,NA,NA,NA,NA,NA,NA,378
6,40353410,40354310,40352910,40354810,chair,NA,NA,NA,NA,NA,NA,378
6,40835900,40837470,40835400,40837970,cashier,NA,NA,NA,NA,NA,NA,378
6,41132850,41135930,41132350,41136430,bed,NA,NA,NA,NA,NA,NA,378
6,41165260,41166380,41164760,41166880,sweet+potatoes,NA,NA,NA,NA,NA,NA,378
6,41248430,41249230,41247930,41249730,hair,NA,NA,NA,NA,NA,NA,378
6,41266290,41268070,41265790,41268570,socks,NA,NA,NA,NA,NA,NA,378
6,41517930,41519770,41517430,41520270,bath,NA,NA,NA,NA,NA,NA,378
6,41616340,41618580,41615840,41619080,jammies,NA,NA,NA,NA,NA,NA,378
6,41759570,41763320,41759070,41763820,shirt,NA,NA,NA,NA,NA,NA,378
6,41776720,41778220,41776220,41778720,peas,NA,NA,NA,NA,NA,NA,378
7,13771200,13773910,13770700,13774410,stroller,NA,NA,NA,NA,NA,NA,378
7,13919170,13919970,13918670,13920470,cape,NA,NA,NA,NA,NA,NA,378
7,13969210,13971350,13968710,13971850,toothbrush,NA,NA,NA,NA,NA,NA,378
7,19774240,19777970,19773740,19778470,cheeks,NA,NA,NA,NA,NA,NA,378
7,20541980,20543450,20541480,20543950,pans,NA,NA,NA,NA,NA,NA,378
7,20541980,20543450,20541480,20543950,pots,NA,NA,NA,NA,NA,NA,378
7,20679330,20680350,20678830,20680850,spoon,NA,NA,NA,NA,NA,NA,378
7,20686290,20687320,20685790,20687820,crackers,NA,NA,NA,NA,NA,NA,378
7,21292360,21294080,21291860,21294580,house,NA,NA,NA,NA,NA,NA,378
7,21945080,21945920,21944580,21946420,apple,NA,NA,NA,NA,NA,NA,378
7,23097740,23099670,23097240,23100170,coat,NA,NA,NA,NA,NA,NA,378
7,23263770,23264960,23263270,23265460,keys,NA,NA,NA,NA,NA,NA,378
7,27628240,27630170,27627740,27630670,mirror,NA,NA,NA,NA,NA,NA,378
7,28685500,28686620,28685000,28687120,bib,NA,NA,NA,NA,NA,NA,378
7,28922230,28930150,28921730,28930650,exersaucer,NA,NA,NA,NA,NA,NA,378
7,32836050,32837300,32835550,32837800,pocket,NA,NA,NA,NA,NA,NA,378
7,32836050,32837300,32835550,32837800,shirt,NA,NA,NA,NA,NA,NA,378
7,33761880,33764700,33761380,33765200,giraffe,NA,NA,NA,NA,NA,NA,378
7,34114260,34117880,34113760,34118380,book,NA,NA,NA,NA,NA,NA,378
7,34162890,34163690,34162390,34164190,Pooh,NA,NA,NA,NA,NA,NA,378
7,34231030,34234500,34230530,34235000,lamp,NA,NA,NA,NA,NA,NA,378
7,34231030,34234500,34230530,34235000,l,NA,NA,NA,NA,NA,NA,378
7,34231030,34234500,34230530,34235000,kites,NA,NA,NA,NA,NA,NA,378
7,34922620,34923620,34922120,34924120,kittens,NA,NA,NA,NA,NA,NA,378
7,35142700,35143500,35142200,35144000,hands,NA,NA,NA,NA,NA,NA,378
7,35456980,35460240,35456480,35460740,windows,NA,NA,NA,NA,NA,NA,378
7,35456980,35460240,35456480,35460740,car,NA,NA,NA,NA,NA,NA,378
7,35469980,35471480,35469480,35471980,vest,NA,NA,NA,NA,NA,NA,378
7,35511590,35512860,35511090,35513360,keys,NA,NA,NA,NA,NA,NA,378
7,35537960,35538960,35537460,35539460,water,NA,NA,NA,NA,NA,NA,378
7,35719680,35720490,35719180,35720990,blanket,NA,NA,NA,NA,NA,NA,378
7,36266350,36267560,36265850,36268060,linkydoos,NA,NA,NA,NA,NA,NA,378
7,36739480,36740970,36738980,36741470,paper,NA,NA,NA,NA,NA,NA,378
7,38620310,38621110,38619810,38621610,feet,NA,NA,NA,NA,NA,NA,378
7,38684000,38685310,38683500,38685810,leggies,NA,NA,NA,NA,NA,NA,378
7,38684000,38685310,38683500,38685810,lotion,NA,NA,NA,NA,NA,NA,378
6,226030,226840,225530,227340,puppies,NA,NA,NA,NA,NA,NA,109
6,335130,336170,334630,336670,couch,NA,NA,NA,NA,NA,NA,109
6,404570,406990,404070,407490,recorder,NA,NA,NA,NA,NA,NA,109
6,585700,586700,585200,587200,couch,NA,NA,NA,NA,NA,NA,109
6,704980,707510,704480,708010,binky,NA,NA,NA,NA,NA,NA,109
6,908390,911110,907890,911610,hands,NA,NA,NA,NA,NA,NA,109
6,908390,911110,907890,911610,mouth,NA,NA,NA,NA,NA,NA,109
6,1076440,1077840,1075940,1078340,mouth,NA,NA,NA,NA,NA,NA,109
6,1086720,1088520,1086220,1089020,binky,NA,NA,NA,NA,NA,NA,109
6,1192210,1193210,1191710,1193710,turtle,NA,NA,NA,NA,NA,NA,109
6,1838810,1840000,1838310,1840500,bottle,NA,NA,NA,NA,NA,NA,109
6,2859820,2860820,2859320,2861320,binky,NA,NA,NA,NA,NA,NA,109
6,2870240,2871240,2869740,2871740,binky,NA,NA,NA,NA,NA,NA,109
6,3717550,3718400,3717050,3718900,binky,NA,NA,NA,NA,NA,NA,109
6,3827450,3828720,3826950,3829220,butterfly,NA,NA,NA,NA,NA,NA,109
6,4154920,4156350,4154420,4156850,doggy,NA,NA,NA,NA,NA,NA,109
6,8363840,8366580,8363340,8367080,binky,NA,NA,NA,NA,NA,NA,109
6,8363840,8366580,8363340,8367080,mouth,NA,NA,NA,NA,NA,NA,109
6,8543680,8545310,8543180,8545810,Snoopy,NA,NA,NA,NA,NA,NA,109
6,9150910,9151510,9150410,9152010,stairs,NA,NA,NA,NA,NA,NA,109
6,10474210,10480100,10473710,10480600,baby,NA,NA,NA,NA,NA,NA,109
6,10609660,10613490,10609160,10613990,doggy,NA,NA,NA,NA,NA,NA,109
6,10633620,10634630,10633120,10635130,doggy,NA,NA,NA,NA,NA,NA,109
6,10969050,10972660,10968550,10973160,door,NA,NA,NA,NA,NA,NA,109
6,10969050,10972660,10968550,10973160,doggy+door,NA,NA,NA,NA,NA,NA,109
6,11688160,11689510,11687660,11690010,binky,NA,NA,NA,NA,NA,NA,109
6,13180040,13181440,13179540,13181940,chairs,NA,NA,NA,NA,NA,NA,109
6,23623490,23625800,23622990,23626300,diapey,NA,NA,NA,NA,NA,NA,109
6,24656180,24659680,24655680,24660180,make+up,NA,NA,NA,NA,NA,NA,109
6,24850860,24851860,24850360,24852360,babas,NA,NA,NA,NA,NA,NA,109
6,24881410,24882640,24880910,24883140,fingers,NA,NA,NA,NA,NA,NA,109
6,24901070,24902400,24900570,24902900,bottles,NA,NA,NA,NA,NA,NA,109
6,25424540,25427420,25424040,25427920,car+seat,NA,NA,NA,NA,NA,NA,109
6,25424540,25427420,25424040,25427920,ball,NA,NA,NA,NA,NA,NA,109
6,26348580,26352830,26348080,26353330,mirror,NA,NA,NA,NA,NA,NA,109
6,26348580,26352830,26348080,26353330,door,NA,NA,NA,NA,NA,NA,109
